Card on the Table: ; Cards in Hand: ; Possible Move: ; Applicable rule: 
Blue 0 ; Red Reverse, Blue 5, Green Reverse, Blue Reverse, Yellow 1, Wild Draw 4, Blue Reverse ;Blue 5;it is the same color as the tabled card
Blue 0 ; Red Reverse, Blue 5, Green Reverse, Blue Reverse, Yellow 1, Wild Draw 4, Blue Reverse ;Blue Reverse;it is the same color as the tabled card
Blue 0 ; Red Reverse, Blue 5, Green Reverse, Blue Reverse, Yellow 1, Wild Draw 4, Blue Reverse ;Wild Draw 4;Wild cards can be played on any colour
Blue 0 ; Red Reverse, Blue 5, Green Reverse, Blue Reverse, Yellow 1, Wild Draw 4, Blue Reverse ;Blue Reverse;it is the same color as the tabled card
Red 8 ; Green Skip, Red 3, Blue 3, Red Reverse, Green 9, Red 5, Red Draw 2 ;Red 3;it is the same color as the tabled card
Red 8 ; Green Skip, Red 3, Blue 3, Red Reverse, Green 9, Red 5, Red Draw 2 ;Red Reverse;it is the same color as the tabled card
Red 8 ; Green Skip, Red 3, Blue 3, Red Reverse, Green 9, Red 5, Red Draw 2 ;Red 5;it is the same color as the tabled card
Red 8 ; Green Skip, Red 3, Blue 3, Red Reverse, Green 9, Red 5, Red Draw 2 ;Red Draw 2;it is the same color as the tabled card
Red 3 ; Blue 8, Wild Draw 4, Red 8, Blue Reverse, Red Reverse, Yellow 0, Red 8 ;Wild Draw 4;Wild cards can be played on any colour
Red 3 ; Blue 8, Wild Draw 4, Red 8, Blue Reverse, Red Reverse, Yellow 0, Red 8 ;Red 8;it is the same color as the tabled card
Red 3 ; Blue 8, Wild Draw 4, Red 8, Blue Reverse, Red Reverse, Yellow 0, Red 8 ;Red Reverse;it is the same color as the tabled card
Red 3 ; Blue 8, Wild Draw 4, Red 8, Blue Reverse, Red Reverse, Yellow 0, Red 8 ;Red 8;it is the same color as the tabled card
Red Reverse ; Red Reverse, Red 8, Blue 5, Red 4, Green 8, Yellow 8, Yellow 8 ;Red Reverse;it is the same color as the tabled card
Red Reverse ; Red Reverse, Red 8, Blue 5, Red 4, Green 8, Yellow 8, Yellow 8 ;Red 8;it is the same color as the tabled card
Red Reverse ; Red Reverse, Red 8, Blue 5, Red 4, Green 8, Yellow 8, Yellow 8 ;Red 4;it is the same color as the tabled card
Yellow 9 ; Yellow 6, Blue Skip, Green 8, Blue 5, Blue 6, Yellow 4, Green Skip ;Yellow 6;it is the same color as the tabled card
Yellow 9 ; Yellow 6, Blue Skip, Green 8, Blue 5, Blue 6, Yellow 4, Green Skip ;Yellow 4;it is the same color as the tabled card
Blue 6 ; Red 3, Red Draw 2, Yellow 4, Yellow 6, Green 3, Yellow 6, Yellow Draw 2 ;Yellow 6;it is the same type as the tabled card
Blue 6 ; Red 3, Red Draw 2, Yellow 4, Yellow 6, Green 3, Yellow 6, Yellow Draw 2 ;Yellow 6;it is the same type as the tabled card
Blue 5 ; Green Reverse, Yellow Reverse, Wild Draw 4, Wild Normal, Red 3, Green 1, Red 9 ;Wild Draw 4;Wild cards can be played on any colour
Blue 5 ; Green Reverse, Yellow Reverse, Wild Draw 4, Wild Normal, Red 3, Green 1, Red 9 ;Wild Normal;Wild cards can be played on any colour
Yellow 6 ; Yellow Skip, Green 1, Yellow 7, Yellow 2, Red 6, Green 3, Wild Draw 4 ;Yellow Skip;it is the same color as the tabled card
Yellow 6 ; Yellow Skip, Green 1, Yellow 7, Yellow 2, Red 6, Green 3, Wild Draw 4 ;Yellow 7;it is the same color as the tabled card
Yellow 6 ; Yellow Skip, Green 1, Yellow 7, Yellow 2, Red 6, Green 3, Wild Draw 4 ;Yellow 2;it is the same color as the tabled card
Yellow 6 ; Yellow Skip, Green 1, Yellow 7, Yellow 2, Red 6, Green 3, Wild Draw 4 ;Red 6;it is the same type as the tabled card
Yellow 6 ; Yellow Skip, Green 1, Yellow 7, Yellow 2, Red 6, Green 3, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red 5 ; Yellow 7, Red 5, Yellow 2, Green 5, Yellow 1, Yellow 8, Yellow Skip ;Red 5;it is the same color as the tabled card
Red 5 ; Yellow 7, Red 5, Yellow 2, Green 5, Yellow 1, Yellow 8, Yellow Skip ;Green 5;it is the same type as the tabled card
Blue 0 ; Yellow 7, Green 4, Blue Reverse, Red 8, Yellow 7, Green Draw 2, Wild Draw 4 ;Blue Reverse;it is the same color as the tabled card
Blue 0 ; Yellow 7, Green 4, Blue Reverse, Red 8, Yellow 7, Green Draw 2, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Green 4 ; Yellow 2, Blue 0, Red 2, Blue 9, Blue 0, Green 3, Wild Draw 4 ;Green 3;it is the same color as the tabled card
Green 4 ; Yellow 2, Blue 0, Red 2, Blue 9, Blue 0, Green 3, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Blue Reverse ; Yellow 0, Green Skip, Green 8, Red 9, Green Draw 2, Red Draw 2, Blue Reverse ;Blue Reverse;it is the same color as the tabled card
Green 7 ; Yellow Skip, Yellow 2, Red 9, Red 9, Wild Draw 4, Wild Normal, Green 9 ;Wild Draw 4;Wild cards can be played on any colour
Green 7 ; Yellow Skip, Yellow 2, Red 9, Red 9, Wild Draw 4, Wild Normal, Green 9 ;Wild Normal;Wild cards can be played on any colour
Green 7 ; Yellow Skip, Yellow 2, Red 9, Red 9, Wild Draw 4, Wild Normal, Green 9 ;Green 9;it is the same color as the tabled card
Yellow 7 ; Green 9, Yellow Draw 2, Wild Normal, Blue 1, Green Draw 2, Red 2, Red 8 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 7 ; Green 9, Yellow Draw 2, Wild Normal, Blue 1, Green Draw 2, Red 2, Red 8 ;Wild Normal;Wild cards can be played on any colour
Green 8 ; Yellow Draw 2, Yellow 2, Blue Reverse, Yellow 6, Yellow 2, Red 4, Yellow 8 ;Yellow 8;it is the same type as the tabled card
Blue Reverse ; Green 4, Green 8, Blue 6, Green 6, Red 2, Yellow Reverse, Yellow 3 ;Blue 6;it is the same color as the tabled card
Blue Reverse ; Green 4, Green 8, Blue 6, Green 6, Red 2, Yellow Reverse, Yellow 3 ;Yellow Reverse;it is the same type as the tabled card
Red 3 ; Yellow 3, Green 6, Blue 2, Green 9, Green 1, Green 3, Red Draw 2 ;Yellow 3;it is the same type as the tabled card
Red 3 ; Yellow 3, Green 6, Blue 2, Green 9, Green 1, Green 3, Red Draw 2 ;Green 3;it is the same type as the tabled card
Red 3 ; Yellow 3, Green 6, Blue 2, Green 9, Green 1, Green 3, Red Draw 2 ;Red Draw 2;it is the same color as the tabled card
Wild Draw 4 ; Green 3, Yellow 4, Blue 7, Blue Reverse, Yellow 8, Blue 7, Blue 3 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Green 2 ; Green Reverse, Blue 2, Blue Draw 2, Wild Draw 4, Red 6, Blue 4, Green 2 ;Green Reverse;it is the same color as the tabled card
Green 2 ; Green Reverse, Blue 2, Blue Draw 2, Wild Draw 4, Red 6, Blue 4, Green 2 ;Blue 2;it is the same type as the tabled card
Green 2 ; Green Reverse, Blue 2, Blue Draw 2, Wild Draw 4, Red 6, Blue 4, Green 2 ;Wild Draw 4;Wild cards can be played on any colour
Green 2 ; Green Reverse, Blue 2, Blue Draw 2, Wild Draw 4, Red 6, Blue 4, Green 2 ;Green 2;it is the same color as the tabled card
Blue 7 ; Blue 7, Green 8, Red 6, Green 8, Yellow 5, Green 5, Wild Draw 4 ;Blue 7;it is the same color as the tabled card
Blue 7 ; Blue 7, Green 8, Red 6, Green 8, Yellow 5, Green 5, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Red 3 ; Wild Normal, Blue 5, Red 1, Blue 7, Green 7, Red 7, Green 2 ;Wild Normal;Wild cards can be played on any colour
Red 3 ; Wild Normal, Blue 5, Red 1, Blue 7, Green 7, Red 7, Green 2 ;Red 1;it is the same color as the tabled card
Red 3 ; Wild Normal, Blue 5, Red 1, Blue 7, Green 7, Red 7, Green 2 ;Red 7;it is the same color as the tabled card
Red Draw 2 ; Wild Draw 4, Green 7, Red Draw 2, Red 5, Yellow Reverse, Yellow 4, Red 6 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Yellow 5 ; Red 9, Blue 1, Blue 8, Green 0, Blue 0, Yellow 1, Green 2 ;Yellow 1;it is the same color as the tabled card
Green 3 ; Red 9, Blue 8, Red 7, Blue 1, Blue 3, Yellow 4, Yellow 8 ;Blue 3;it is the same type as the tabled card
Yellow 1 ; Wild Normal, Yellow 1, Yellow 6, Yellow 0, Wild Draw 4, Red 9, Blue 4 ;Wild Normal;Wild cards can be played on any colour
Yellow 1 ; Wild Normal, Yellow 1, Yellow 6, Yellow 0, Wild Draw 4, Red 9, Blue 4 ;Yellow 1;it is the same color as the tabled card
Yellow 1 ; Wild Normal, Yellow 1, Yellow 6, Yellow 0, Wild Draw 4, Red 9, Blue 4 ;Yellow 6;it is the same color as the tabled card
Yellow 1 ; Wild Normal, Yellow 1, Yellow 6, Yellow 0, Wild Draw 4, Red 9, Blue 4 ;Yellow 0;it is the same color as the tabled card
Yellow 1 ; Wild Normal, Yellow 1, Yellow 6, Yellow 0, Wild Draw 4, Red 9, Blue 4 ;Wild Draw 4;Wild cards can be played on any colour
Red 4 ; Blue 1, Blue 1, Green 5, Green Reverse, Green 1, Green Reverse, Blue 4 ;Blue 4;it is the same type as the tabled card
Green 4 ; Wild Normal, Green Skip, Yellow 3, Blue 9, Green Skip, Blue 4, Red 8 ;Wild Normal;Wild cards can be played on any colour
Green 4 ; Wild Normal, Green Skip, Yellow 3, Blue 9, Green Skip, Blue 4, Red 8 ;Green Skip;it is the same color as the tabled card
Green 4 ; Wild Normal, Green Skip, Yellow 3, Blue 9, Green Skip, Blue 4, Red 8 ;Green Skip;it is the same color as the tabled card
Green 4 ; Wild Normal, Green Skip, Yellow 3, Blue 9, Green Skip, Blue 4, Red 8 ;Blue 4;it is the same type as the tabled card
Blue 2 ; Green 7, Green 7, Green 1, Blue 9, Blue 7, Green 7, Red 8 ;Blue 9;it is the same color as the tabled card
Blue 2 ; Green 7, Green 7, Green 1, Blue 9, Blue 7, Green 7, Red 8 ;Blue 7;it is the same color as the tabled card
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Yellow 3;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Blue 4;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Yellow 5;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Yellow 6;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Yellow 2;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Blue Skip;Any card can be played on a Wild Normal
Wild Normal ; Yellow 3, Blue 4, Yellow 5, Yellow 6, Yellow 2, Blue Skip, Yellow Reverse ;Yellow Reverse;Any card can be played on a Wild Normal
Blue 1 ; Yellow 0, Blue 9, Wild Draw 4, Green 3, Yellow Draw 2, Yellow 6, Yellow Reverse ;Blue 9;it is the same color as the tabled card
Blue 1 ; Yellow 0, Blue 9, Wild Draw 4, Green 3, Yellow Draw 2, Yellow 6, Yellow Reverse ;Wild Draw 4;Wild cards can be played on any colour
Red 2 ; Yellow 2, Green Skip, Blue 2, Green 6, Green 0, Green 4, Red 3 ;Yellow 2;it is the same type as the tabled card
Red 2 ; Yellow 2, Green Skip, Blue 2, Green 6, Green 0, Green 4, Red 3 ;Blue 2;it is the same type as the tabled card
Red 2 ; Yellow 2, Green Skip, Blue 2, Green 6, Green 0, Green 4, Red 3 ;Red 3;it is the same color as the tabled card
Blue 3 ; Green 9, Red 5, Yellow 9, Blue 7, Blue 2, Wild Normal, Yellow Draw 2 ;Blue 7;it is the same color as the tabled card
Blue 3 ; Green 9, Red 5, Yellow 9, Blue 7, Blue 2, Wild Normal, Yellow Draw 2 ;Blue 2;it is the same color as the tabled card
Blue 3 ; Green 9, Red 5, Yellow 9, Blue 7, Blue 2, Wild Normal, Yellow Draw 2 ;Wild Normal;Wild cards can be played on any colour
Green Skip ; Blue 6, Blue 9, Green 5, Green 6, Wild Normal, Blue 3, Blue Draw 2 ;Green 5;it is the same color as the tabled card
Green Skip ; Blue 6, Blue 9, Green 5, Green 6, Wild Normal, Blue 3, Blue Draw 2 ;Green 6;it is the same color as the tabled card
Green Skip ; Blue 6, Blue 9, Green 5, Green 6, Wild Normal, Blue 3, Blue Draw 2 ;Wild Normal;Wild cards can be played on any colour
Red 6 ; Wild Normal, Red 8, Green 4, Blue 8, Blue 2, Blue 7, Red Draw 2 ;Wild Normal;Wild cards can be played on any colour
Red 6 ; Wild Normal, Red 8, Green 4, Blue 8, Blue 2, Blue 7, Red Draw 2 ;Red 8;it is the same color as the tabled card
Red 6 ; Wild Normal, Red 8, Green 4, Blue 8, Blue 2, Blue 7, Red Draw 2 ;Red Draw 2;it is the same color as the tabled card
Yellow 2 ; Green Reverse, Red 2, Green 6, Red Reverse, Green Draw 2, Yellow 0, Yellow Skip ;Red 2;it is the same type as the tabled card
Yellow 2 ; Green Reverse, Red 2, Green 6, Red Reverse, Green Draw 2, Yellow 0, Yellow Skip ;Yellow 0;it is the same color as the tabled card
Yellow 2 ; Green Reverse, Red 2, Green 6, Red Reverse, Green Draw 2, Yellow 0, Yellow Skip ;Yellow Skip;it is the same color as the tabled card
Green 5 ; Blue 7, Blue 3, Yellow Skip, Yellow 4, Green 3, Wild Normal, Red 0 ;Green 3;it is the same color as the tabled card
Green 5 ; Blue 7, Blue 3, Yellow Skip, Yellow 4, Green 3, Wild Normal, Red 0 ;Wild Normal;Wild cards can be played on any colour
Red Skip ; Wild Draw 4, Red 3, Red 9, Red 4, Green 9, Blue 3, Green Reverse ;Wild Draw 4;Wild cards can be played on any colour
Red Skip ; Wild Draw 4, Red 3, Red 9, Red 4, Green 9, Blue 3, Green Reverse ;Red 3;it is the same color as the tabled card
Red Skip ; Wild Draw 4, Red 3, Red 9, Red 4, Green 9, Blue 3, Green Reverse ;Red 9;it is the same color as the tabled card
Red Skip ; Wild Draw 4, Red 3, Red 9, Red 4, Green 9, Blue 3, Green Reverse ;Red 4;it is the same color as the tabled card
Green 6 ; Blue Skip, Yellow 4, Red 2, Blue 3, Yellow 7, Green 7, Red Draw 2 ;Green 7;it is the same color as the tabled card
Red 5 ; Green Reverse, Green 3, Red 6, Blue 4, Red 9, Green 6, Blue 2 ;Red 6;it is the same color as the tabled card
Red 5 ; Green Reverse, Green 3, Red 6, Blue 4, Red 9, Green 6, Blue 2 ;Red 9;it is the same color as the tabled card
Green 3 ; Yellow 6, Red 2, Red Draw 2, Green Draw 2, Red 8, Blue 2, Green 2 ;Green Draw 2;it is the same color as the tabled card
Green 3 ; Yellow 6, Red 2, Red Draw 2, Green Draw 2, Red 8, Blue 2, Green 2 ;Green 2;it is the same color as the tabled card
Red 6 ; Wild Normal, Wild Draw 4, Blue 0, Wild Draw 4, Yellow 3, Green 5, Yellow 1 ;Wild Normal;Wild cards can be played on any colour
Red 6 ; Wild Normal, Wild Draw 4, Blue 0, Wild Draw 4, Yellow 3, Green 5, Yellow 1 ;Wild Draw 4;Wild cards can be played on any colour
Red 6 ; Wild Normal, Wild Draw 4, Blue 0, Wild Draw 4, Yellow 3, Green 5, Yellow 1 ;Wild Draw 4;Wild cards can be played on any colour
Green 1 ; Yellow 6, Green 0, Yellow Reverse, Green 6, Red 1, Green 8, Yellow 7 ;Green 0;it is the same color as the tabled card
Green 1 ; Yellow 6, Green 0, Yellow Reverse, Green 6, Red 1, Green 8, Yellow 7 ;Green 6;it is the same color as the tabled card
Green 1 ; Yellow 6, Green 0, Yellow Reverse, Green 6, Red 1, Green 8, Yellow 7 ;Red 1;it is the same type as the tabled card
Green 1 ; Yellow 6, Green 0, Yellow Reverse, Green 6, Red 1, Green 8, Yellow 7 ;Green 8;it is the same color as the tabled card
Yellow 6 ; Yellow Reverse, Yellow 1, Wild Normal, Blue 9, Blue 6, Green 2, Red 9 ;Yellow Reverse;it is the same color as the tabled card
Yellow 6 ; Yellow Reverse, Yellow 1, Wild Normal, Blue 9, Blue 6, Green 2, Red 9 ;Yellow 1;it is the same color as the tabled card
Yellow 6 ; Yellow Reverse, Yellow 1, Wild Normal, Blue 9, Blue 6, Green 2, Red 9 ;Wild Normal;Wild cards can be played on any colour
Yellow 6 ; Yellow Reverse, Yellow 1, Wild Normal, Blue 9, Blue 6, Green 2, Red 9 ;Blue 6;it is the same type as the tabled card
Green Draw 2 ; Blue 6, Green 3, Yellow 8, Green 6, Red Reverse, Red 7, Green 6 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Green 8 ; Yellow Reverse, Yellow 3, Green 1, Yellow Draw 2, Green 2, Blue Skip, Yellow 8 ;Green 1;it is the same color as the tabled card
Green 8 ; Yellow Reverse, Yellow 3, Green 1, Yellow Draw 2, Green 2, Blue Skip, Yellow 8 ;Green 2;it is the same color as the tabled card
Green 8 ; Yellow Reverse, Yellow 3, Green 1, Yellow Draw 2, Green 2, Blue Skip, Yellow 8 ;Yellow 8;it is the same type as the tabled card
Yellow Reverse ; Red Skip, Blue Draw 2, Red 3, Blue 7, Blue 3, Green 4, Blue 3 ;Pick up 1 card;If there are no allowed moves you must pick up
Green 5 ; Yellow Skip, Yellow 4, Wild Normal, Yellow 3, Red 3, Wild Draw 4, Green Reverse ;Wild Normal;Wild cards can be played on any colour
Green 5 ; Yellow Skip, Yellow 4, Wild Normal, Yellow 3, Red 3, Wild Draw 4, Green Reverse ;Wild Draw 4;Wild cards can be played on any colour
Green 5 ; Yellow Skip, Yellow 4, Wild Normal, Yellow 3, Red 3, Wild Draw 4, Green Reverse ;Green Reverse;it is the same color as the tabled card
Green 2 ; Yellow Skip, Green 3, Green 9, Blue 3, Red 6, Red 2, Green 9 ;Green 3;it is the same color as the tabled card
Green 2 ; Yellow Skip, Green 3, Green 9, Blue 3, Red 6, Red 2, Green 9 ;Green 9;it is the same color as the tabled card
Green 2 ; Yellow Skip, Green 3, Green 9, Blue 3, Red 6, Red 2, Green 9 ;Red 2;it is the same type as the tabled card
Green 2 ; Yellow Skip, Green 3, Green 9, Blue 3, Red 6, Red 2, Green 9 ;Green 9;it is the same color as the tabled card
Wild Draw 4 ; Red 8, Yellow Skip, Yellow 3, Red 5, Red 4, Red 3, Red 4 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Yellow Reverse ; Red Reverse, Wild Draw 4, Red 3, Wild Normal, Green 3, Blue 8, Yellow Draw 2 ;Red Reverse;it is the same type as the tabled card
Yellow Reverse ; Red Reverse, Wild Draw 4, Red 3, Wild Normal, Green 3, Blue 8, Yellow Draw 2 ;Wild Draw 4;Wild cards can be played on any colour
Yellow Reverse ; Red Reverse, Wild Draw 4, Red 3, Wild Normal, Green 3, Blue 8, Yellow Draw 2 ;Wild Normal;Wild cards can be played on any colour
Yellow Reverse ; Red Reverse, Wild Draw 4, Red 3, Wild Normal, Green 3, Blue 8, Yellow Draw 2 ;Yellow Draw 2;it is the same color as the tabled card
Blue 7 ; Blue 8, Yellow Skip, Green 1, Red 4, Green 2, Green 2, Blue 7 ;Blue 8;it is the same color as the tabled card
Blue 7 ; Blue 8, Yellow Skip, Green 1, Red 4, Green 2, Green 2, Blue 7 ;Blue 7;it is the same color as the tabled card
Green 4 ; Red 2, Yellow 9, Yellow 8, Red Reverse, Blue 6, Yellow 6, Green 6 ;Green 6;it is the same color as the tabled card
Yellow 8 ; Blue 8, Green 1, Blue 0, Blue 3, Yellow 2, Wild Normal, Blue Draw 2 ;Blue 8;it is the same type as the tabled card
Yellow 8 ; Blue 8, Green 1, Blue 0, Blue 3, Yellow 2, Wild Normal, Blue Draw 2 ;Yellow 2;it is the same color as the tabled card
Yellow 8 ; Blue 8, Green 1, Blue 0, Blue 3, Yellow 2, Wild Normal, Blue Draw 2 ;Wild Normal;Wild cards can be played on any colour
Green Reverse ; Yellow Reverse, Yellow 6, Yellow 4, Red Reverse, Yellow 1, Green 3, Blue 8 ;Yellow Reverse;it is the same type as the tabled card
Green Reverse ; Yellow Reverse, Yellow 6, Yellow 4, Red Reverse, Yellow 1, Green 3, Blue 8 ;Red Reverse;it is the same type as the tabled card
Green Reverse ; Yellow Reverse, Yellow 6, Yellow 4, Red Reverse, Yellow 1, Green 3, Blue 8 ;Green 3;it is the same color as the tabled card
Blue Reverse ; Red 1, Green 9, Green 6, Yellow Skip, Blue Draw 2, Blue 2, Red 1 ;Blue Draw 2;it is the same color as the tabled card
Blue Reverse ; Red 1, Green 9, Green 6, Yellow Skip, Blue Draw 2, Blue 2, Red 1 ;Blue 2;it is the same color as the tabled card
Green 9 ; Blue 5, Blue 7, Green 8, Yellow 4, Red Reverse, Red 6, Green 3 ;Green 8;it is the same color as the tabled card
Green 9 ; Blue 5, Blue 7, Green 8, Yellow 4, Red Reverse, Red 6, Green 3 ;Green 3;it is the same color as the tabled card
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Red 2;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Red 0;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Green 4;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Yellow 8;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Blue 8;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Blue 1;Any card can be played on a Wild Normal
Wild Normal ; Red 2, Red 0, Green 4, Yellow 8, Blue 8, Blue 1, Blue Skip ;Blue Skip;Any card can be played on a Wild Normal
Blue Reverse ; Yellow Draw 2, Yellow 5, Wild Normal, Red 8, Green 1, Red 5, Red Skip ;Wild Normal;Wild cards can be played on any colour
Red 2 ; Blue 3, Yellow 7, Red 6, Blue Draw 2, Red 9, Green 1, Yellow 7 ;Red 6;it is the same color as the tabled card
Red 2 ; Blue 3, Yellow 7, Red 6, Blue Draw 2, Red 9, Green 1, Yellow 7 ;Red 9;it is the same color as the tabled card
Red 5 ; Yellow 5, Wild Draw 4, Yellow 4, Red 7, Blue 0, Blue 4, Blue Reverse ;Yellow 5;it is the same type as the tabled card
