Card on the Table:,Cards in Hand:,Possible Move:,Applicable rule:
Green Draw 2,"Red 7, Yellow 2, Blue 4, Red 4, Red 5, Yellow 2, Yellow Skip",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Blue Skip,"Green Skip, Red 7, Green 0, Green 5, Yellow 1, Yellow Draw 2, Green 3",Green Skip,Wild cards can be played on any colour
Blue Reverse,"Blue 8, Blue 1, Red 3, Red Reverse, Yellow 8, Green 6, Green 1",Blue 8,it is the same color as the tabled card
Blue Reverse,"Blue 8, Blue 1, Red 3, Red Reverse, Yellow 8, Green 6, Green 1",Blue 1,it is the same color as the tabled card
Blue Reverse,"Blue 8, Blue 1, Red 3, Red Reverse, Yellow 8, Green 6, Green 1",Red Reverse,Wild cards can be played on any colour
Yellow 9,"Blue 5, Yellow 4, Red Draw 2, Blue 1, Green 6, Blue 1, Blue Draw 2",Yellow 4,it is the same color as the tabled card
Green 2,"Green 4, Yellow Draw 2, Blue 7, Red 9, Red 7, Wild Normal, Green 8",Green 4,it is the same color as the tabled card
Green 2,"Green 4, Yellow Draw 2, Blue 7, Red 9, Red 7, Wild Normal, Green 8",Wild Normal,Wild cards can be played on any colour
Green 2,"Green 4, Yellow Draw 2, Blue 7, Red 9, Red 7, Wild Normal, Green 8",Green 8,it is the same color as the tabled card
Red Reverse,"Red 9, Green Draw 2, Green 3, Yellow 1, Blue 9, Green 7, Red 8",Red 9,it is the same color as the tabled card
Red Reverse,"Red 9, Green Draw 2, Green 3, Yellow 1, Blue 9, Green 7, Red 8",Red 8,it is the same color as the tabled card
Yellow 9,"Yellow 2, Red 5, Green 9, Red 2, Yellow Skip, Yellow 7, Red 7",Yellow 2,it is the same color as the tabled card
Yellow 9,"Yellow 2, Red 5, Green 9, Red 2, Yellow Skip, Yellow 7, Red 7",Green 9,Wild cards can be played on any colour
Yellow 9,"Yellow 2, Red 5, Green 9, Red 2, Yellow Skip, Yellow 7, Red 7",Yellow Skip,it is the same color as the tabled card
Yellow 9,"Yellow 2, Red 5, Green 9, Red 2, Yellow Skip, Yellow 7, Red 7",Yellow 7,it is the same color as the tabled card
Green 7,"Red 2, Red 9, Blue 9, Wild Draw 4, Yellow 5, Green 7, Green 2",Wild Draw 4,Wild cards can be played on any colour
Green 7,"Red 2, Red 9, Blue 9, Wild Draw 4, Yellow 5, Green 7, Green 2",Green 7,it is the same color as the tabled card
Green 7,"Red 2, Red 9, Blue 9, Wild Draw 4, Yellow 5, Green 7, Green 2",Green 2,it is the same color as the tabled card
Blue 5,"Red 9, Green 4, Green Draw 2, Blue Reverse, Green Reverse, Green 5, Yellow 5",Blue Reverse,it is the same color as the tabled card
Blue 5,"Red 9, Green 4, Green Draw 2, Blue Reverse, Green Reverse, Green 5, Yellow 5",Green 5,Wild cards can be played on any colour
Blue 5,"Red 9, Green 4, Green Draw 2, Blue Reverse, Green Reverse, Green 5, Yellow 5",Yellow 5,Wild cards can be played on any colour
Blue Draw 2,"Blue 0, Green 2, Green 9, Yellow 5, Green 8, Yellow 0, Red 7",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red Skip,"Blue 6, Green Reverse, Yellow 1, Red 2, Yellow 9, Yellow 2, Blue Skip",Red 2,it is the same color as the tabled card
Red Skip,"Blue 6, Green Reverse, Yellow 1, Red 2, Yellow 9, Yellow 2, Blue Skip",Blue Skip,Wild cards can be played on any colour
Yellow Skip,"Green 7, Yellow Reverse, Green 1, Green Reverse, Red 7, Green Reverse, Red 2",Yellow Reverse,it is the same color as the tabled card
Yellow 4,"Red 8, Green 4, Blue 0, Green Draw 2, Green 7, Blue Skip, Yellow 5",Green 4,Wild cards can be played on any colour
Yellow 4,"Red 8, Green 4, Blue 0, Green Draw 2, Green 7, Blue Skip, Yellow 5",Yellow 5,it is the same color as the tabled card
Green 1,"Green Skip, Green Reverse, Yellow Draw 2, Green 4, Green 1, Red 4, Green 5",Green Skip,it is the same color as the tabled card
Green 1,"Green Skip, Green Reverse, Yellow Draw 2, Green 4, Green 1, Red 4, Green 5",Green Reverse,it is the same color as the tabled card
Green 1,"Green Skip, Green Reverse, Yellow Draw 2, Green 4, Green 1, Red 4, Green 5",Green 4,it is the same color as the tabled card
Green 1,"Green Skip, Green Reverse, Yellow Draw 2, Green 4, Green 1, Red 4, Green 5",Green 1,it is the same color as the tabled card
Green 1,"Green Skip, Green Reverse, Yellow Draw 2, Green 4, Green 1, Red 4, Green 5",Green 5,it is the same color as the tabled card
Green 6,"Yellow 6, Blue 7, Yellow 8, Yellow Skip, Yellow 3, Blue 9, Wild Normal",Yellow 6,Wild cards can be played on any colour
Green 6,"Yellow 6, Blue 7, Yellow 8, Yellow Skip, Yellow 3, Blue 9, Wild Normal",Wild Normal,Wild cards can be played on any colour
Blue Draw 2,"Yellow Draw 2, Blue Draw 2, Red Reverse, Blue Skip, Yellow 1, Green Reverse, Yellow Skip",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red 5,"Blue Reverse, Yellow 5, Green 7, Yellow 2, Yellow 3, Yellow 2, Blue 6",Yellow 5,Wild cards can be played on any colour
Blue 6,"Red 9, Red Skip, Yellow Skip, Red 4, Green 2, Red 2, Red Draw 2",Pick up 1 card,If there are no allowed moves you must pick up
Blue Reverse,"Green Draw 2, Blue 2, Red 6, Red 4, Green Reverse, Green 3, Blue 4",Blue 2,it is the same color as the tabled card
Blue Reverse,"Green Draw 2, Blue 2, Red 6, Red 4, Green Reverse, Green 3, Blue 4",Green Reverse,Wild cards can be played on any colour
Blue Reverse,"Green Draw 2, Blue 2, Red 6, Red 4, Green Reverse, Green 3, Blue 4",Blue 4,it is the same color as the tabled card
Blue Reverse,"Blue 7, Yellow 8, Blue 1, Green 2, Green Skip, Blue Reverse, Green 5",Blue 7,it is the same color as the tabled card
Blue Reverse,"Blue 7, Yellow 8, Blue 1, Green 2, Green Skip, Blue Reverse, Green 5",Blue 1,it is the same color as the tabled card
Blue Reverse,"Blue 7, Yellow 8, Blue 1, Green 2, Green Skip, Blue Reverse, Green 5",Blue Reverse,it is the same color as the tabled card
Blue 2,"Blue 6, Red 2, Green 5, Red Reverse, Blue 9, Yellow 5, Blue Reverse",Blue 6,it is the same color as the tabled card
Blue 2,"Blue 6, Red 2, Green 5, Red Reverse, Blue 9, Yellow 5, Blue Reverse",Red 2,Wild cards can be played on any colour
Blue 2,"Blue 6, Red 2, Green 5, Red Reverse, Blue 9, Yellow 5, Blue Reverse",Blue 9,it is the same color as the tabled card
Blue 2,"Blue 6, Red 2, Green 5, Red Reverse, Blue 9, Yellow 5, Blue Reverse",Blue Reverse,it is the same color as the tabled card
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Yellow Skip,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Blue Skip,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Red 9,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Red 4,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Red 6,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Wild Normal,Any card can be played on a Wild Normal
Wild Normal,"Yellow Skip, Blue Skip, Red 9, Red 4, Red 6, Wild Normal, Red 2",Red 2,Any card can be played on a Wild Normal
Blue 1,"Red 0, Red 3, Wild Draw 4, Green 5, Blue 0, Blue 9, Blue 5",Wild Draw 4,Wild cards can be played on any colour
Blue 1,"Red 0, Red 3, Wild Draw 4, Green 5, Blue 0, Blue 9, Blue 5",Blue 0,it is the same color as the tabled card
Blue 1,"Red 0, Red 3, Wild Draw 4, Green 5, Blue 0, Blue 9, Blue 5",Blue 9,it is the same color as the tabled card
Blue 1,"Red 0, Red 3, Wild Draw 4, Green 5, Blue 0, Blue 9, Blue 5",Blue 5,it is the same color as the tabled card
Green Draw 2,"Yellow 9, Green 4, Yellow 1, Yellow 5, Yellow 4, Blue Draw 2, Green 3",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Yellow 3,"Green 7, Red Skip, Yellow 5, Yellow 0, Red 8, Red 6, Green 4",Yellow 5,it is the same color as the tabled card
Yellow 3,"Green 7, Red Skip, Yellow 5, Yellow 0, Red 8, Red 6, Green 4",Yellow 0,it is the same color as the tabled card
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Yellow 1,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Blue 5,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Red 9,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Red 9,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Green 2,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Green Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Yellow 1, Blue 5, Red 9, Red 9, Green 2, Green Draw 2, Red 7",Red 7,Any card can be played on a Wild Normal
Green 1,"Yellow 7, Green 6, Blue 3, Yellow Skip, Yellow 6, Blue 7, Yellow 5",Green 6,it is the same color as the tabled card
Yellow Draw 2,"Green 7, Blue Reverse, Red 8, Blue 4, Green 7, Green Draw 2, Green Reverse",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Blue 4,"Red 2, Green 6, Red 1, Wild Normal, Yellow 7, Green 8, Blue 7",Wild Normal,Wild cards can be played on any colour
Blue 4,"Red 2, Green 6, Red 1, Wild Normal, Yellow 7, Green 8, Blue 7",Blue 7,it is the same color as the tabled card
Red Reverse,"Blue 4, Yellow 7, Blue 5, Blue Skip, Blue 8, Yellow Reverse, Green 8",Yellow Reverse,Wild cards can be played on any colour
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Wild Draw 4,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Blue 4,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Yellow 1,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Green 4,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Yellow 7,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Red Skip,Any card can be played on a Wild Normal
Wild Normal,"Wild Draw 4, Blue 4, Yellow 1, Green 4, Yellow 7, Red Skip, Green 5",Green 5,Any card can be played on a Wild Normal
Red Draw 2,"Red 4, Green Reverse, Blue 9, Red 6, Blue 5, Blue 3, Red 1",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red 6,"Red 3, Red 9, Green 4, Green 3, Blue 7, Wild Normal, Green 6",Red 3,it is the same color as the tabled card
Red 6,"Red 3, Red 9, Green 4, Green 3, Blue 7, Wild Normal, Green 6",Red 9,it is the same color as the tabled card
Red 6,"Red 3, Red 9, Green 4, Green 3, Blue 7, Wild Normal, Green 6",Wild Normal,Wild cards can be played on any colour
Red 6,"Red 3, Red 9, Green 4, Green 3, Blue 7, Wild Normal, Green 6",Green 6,Wild cards can be played on any colour
Red 5,"Blue 8, Red 3, Yellow 2, Green 0, Blue 1, Green 9, Green 3",Red 3,it is the same color as the tabled card
Green 5,"Blue 0, Blue 8, Red 5, Blue 4, Blue Reverse, Red 5, Blue 6",Red 5,Wild cards can be played on any colour
Green 5,"Blue 0, Blue 8, Red 5, Blue 4, Blue Reverse, Red 5, Blue 6",Red 5,Wild cards can be played on any colour
Blue Reverse,"Red 4, Red 5, Red 7, Yellow 5, Green 6, Red 3, Yellow 3",Pick up 1 card,If there are no allowed moves you must pick up
Yellow Draw 2,"Blue Reverse, Red 8, Wild Draw 4, Green 6, Green 6, Yellow Draw 2, Blue 3",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green 9,"Red 9, Green 7, Green Draw 2, Green 3, Red Reverse, Red 6, Yellow 8",Red 9,Wild cards can be played on any colour
Green 9,"Red 9, Green 7, Green Draw 2, Green 3, Red Reverse, Red 6, Yellow 8",Green 7,it is the same color as the tabled card
Green 9,"Red 9, Green 7, Green Draw 2, Green 3, Red Reverse, Red 6, Yellow 8",Green Draw 2,it is the same color as the tabled card
Green 9,"Red 9, Green 7, Green Draw 2, Green 3, Red Reverse, Red 6, Yellow 8",Green 3,it is the same color as the tabled card
Blue 1,"Red 0, Yellow Reverse, Green Skip, Green 6, Green 5, Red Draw 2, Red 9",Pick up 1 card,If there are no allowed moves you must pick up
Red 8,"Green 4, Blue 1, Red 0, Yellow Skip, Green 6, Yellow 5, Red 9",Red 0,it is the same color as the tabled card
Red 8,"Green 4, Blue 1, Red 0, Yellow Skip, Green 6, Yellow 5, Red 9",Red 9,it is the same color as the tabled card
Blue 2,"Red 3, Yellow 7, Red 4, Blue Draw 2, Green 1, Blue Draw 2, Blue 5",Blue Draw 2,it is the same color as the tabled card
Blue 2,"Red 3, Yellow 7, Red 4, Blue Draw 2, Green 1, Blue Draw 2, Blue 5",Blue Draw 2,it is the same color as the tabled card
Blue 2,"Red 3, Yellow 7, Red 4, Blue Draw 2, Green 1, Blue Draw 2, Blue 5",Blue 5,it is the same color as the tabled card
Green 3,"Green 9, Red Skip, Yellow 8, Red 1, Yellow 3, Blue 3, Blue 9",Green 9,it is the same color as the tabled card
Green 3,"Green 9, Red Skip, Yellow 8, Red 1, Yellow 3, Blue 3, Blue 9",Yellow 3,Wild cards can be played on any colour
Green 3,"Green 9, Red Skip, Yellow 8, Red 1, Yellow 3, Blue 3, Blue 9",Blue 3,Wild cards can be played on any colour
Green Draw 2,"Green 8, Green 2, Blue Skip, Yellow Reverse, Blue Reverse, Green 8, Blue 8",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red 8,"Blue 7, Green 1, Blue 6, Blue 1, Yellow 7, Green 9, Blue Draw 2",Pick up 1 card,If there are no allowed moves you must pick up
Blue Reverse,"Red 1, Green 4, Blue 2, Green 0, Yellow 6, Red 7, Green 4",Blue 2,it is the same color as the tabled card
Red Draw 2,"Green 8, Red 5, Yellow 5, Wild Normal, Yellow Skip, Yellow 9, Red Reverse",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Blue Reverse,"Green Draw 2, Red Draw 2, Green 3, Yellow Draw 2, Red Draw 2, Red Skip, Yellow Skip",Pick up 1 card,If there are no allowed moves you must pick up
Blue Draw 2,"Green 0, Yellow 5, Blue 5, Yellow 5, Yellow 5, Yellow 7, Red 6",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green 2,"Red Reverse, Red 4, Red Skip, Yellow 6, Wild Normal, Yellow 1, Red Reverse",Wild Normal,Wild cards can be played on any colour
Red 7,"Red Draw 2, Blue 9, Red 0, Red Draw 2, Blue 2, Red 1, Red 7",Red Draw 2,it is the same color as the tabled card
Red 7,"Red Draw 2, Blue 9, Red 0, Red Draw 2, Blue 2, Red 1, Red 7",Red 0,it is the same color as the tabled card
Red 7,"Red Draw 2, Blue 9, Red 0, Red Draw 2, Blue 2, Red 1, Red 7",Red Draw 2,it is the same color as the tabled card
Red 7,"Red Draw 2, Blue 9, Red 0, Red Draw 2, Blue 2, Red 1, Red 7",Red 1,it is the same color as the tabled card
Red 7,"Red Draw 2, Blue 9, Red 0, Red Draw 2, Blue 2, Red 1, Red 7",Red 7,it is the same color as the tabled card
Blue 9,"Yellow 2, Blue 4, Blue 6, Green 2, Red 8, Wild Draw 4, Green 2",Blue 4,it is the same color as the tabled card
Blue 9,"Yellow 2, Blue 4, Blue 6, Green 2, Red 8, Wild Draw 4, Green 2",Blue 6,it is the same color as the tabled card
Blue 9,"Yellow 2, Blue 4, Blue 6, Green 2, Red 8, Wild Draw 4, Green 2",Wild Draw 4,Wild cards can be played on any colour
Green 3,"Red 4, Red 3, Red 0, Green Skip, Red Draw 2, Blue 4, Yellow Skip",Red 3,Wild cards can be played on any colour
Green 3,"Red 4, Red 3, Red 0, Green Skip, Red Draw 2, Blue 4, Yellow Skip",Green Skip,it is the same color as the tabled card
Green 7,"Yellow 3, Yellow Reverse, Red 2, Green 1, Blue 1, Green Reverse, Yellow Reverse",Green 1,it is the same color as the tabled card
Green 7,"Yellow 3, Yellow Reverse, Red 2, Green 1, Blue 1, Green Reverse, Yellow Reverse",Green Reverse,it is the same color as the tabled card
Green Reverse,"Blue Skip, Wild Normal, Red 7, Wild Normal, Blue 8, Red Draw 2, Blue Skip",Wild Normal,Wild cards can be played on any colour
Green Reverse,"Blue Skip, Wild Normal, Red 7, Wild Normal, Blue 8, Red Draw 2, Blue Skip",Wild Normal,Wild cards can be played on any colour
Blue Reverse,"Green 7, Red 4, Blue 8, Yellow 1, Red Draw 2, Wild Draw 4, Red 2",Blue 8,it is the same color as the tabled card
Blue Reverse,"Green 7, Red 4, Blue 8, Yellow 1, Red Draw 2, Wild Draw 4, Red 2",Wild Draw 4,Wild cards can be played on any colour
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue 5,it is the same color as the tabled card
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue 5,it is the same color as the tabled card
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue Draw 2,it is the same color as the tabled card
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue Skip,it is the same color as the tabled card
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue 8,it is the same color as the tabled card
Blue 6,"Blue 5, Blue 5, Blue Draw 2, Blue Skip, Blue 8, Blue Draw 2, Green 2",Blue Draw 2,it is the same color as the tabled card
Red 7,"Yellow Reverse, Green 0, Red Draw 2, Blue 5, Green 7, Red 2, Red Reverse",Red Draw 2,it is the same color as the tabled card
Red 7,"Yellow Reverse, Green 0, Red Draw 2, Blue 5, Green 7, Red 2, Red Reverse",Green 7,Wild cards can be played on any colour
Red 7,"Yellow Reverse, Green 0, Red Draw 2, Blue 5, Green 7, Red 2, Red Reverse",Red 2,it is the same color as the tabled card
Red 7,"Yellow Reverse, Green 0, Red Draw 2, Blue 5, Green 7, Red 2, Red Reverse",Red Reverse,it is the same color as the tabled card
Green 6,"Yellow 1, Blue 9, Green 2, Green 2, Wild Normal, Yellow 9, Blue 4",Green 2,it is the same color as the tabled card
Green 6,"Yellow 1, Blue 9, Green 2, Green 2, Wild Normal, Yellow 9, Blue 4",Green 2,it is the same color as the tabled card
Green 6,"Yellow 1, Blue 9, Green 2, Green 2, Wild Normal, Yellow 9, Blue 4",Wild Normal,Wild cards can be played on any colour
Red 9,"Red 1, Red 9, Wild Normal, Green 7, Blue 1, Blue 3, Red 6",Red 1,it is the same color as the tabled card
Red 9,"Red 1, Red 9, Wild Normal, Green 7, Blue 1, Blue 3, Red 6",Red 9,it is the same color as the tabled card
Red 9,"Red 1, Red 9, Wild Normal, Green 7, Blue 1, Blue 3, Red 6",Wild Normal,Wild cards can be played on any colour
Red 9,"Red 1, Red 9, Wild Normal, Green 7, Blue 1, Blue 3, Red 6",Red 6,it is the same color as the tabled card
Red 4,"Green 6, Yellow 1, Blue 2, Yellow 3, Yellow 7, Yellow 1, Red 3",Red 3,it is the same color as the tabled card
Red 4,"Green 7, Yellow 4, Yellow 2, Red 7, Yellow 1, Yellow 3, Blue 5",Yellow 4,Wild cards can be played on any colour
Red 4,"Green 7, Yellow 4, Yellow 2, Red 7, Yellow 1, Yellow 3, Blue 5",Red 7,it is the same color as the tabled card
Red 7,"Green 5, Red 6, Red 6, Yellow 1, Blue Reverse, Blue 6, Green 4",Red 6,it is the same color as the tabled card
Red 7,"Green 5, Red 6, Red 6, Yellow 1, Blue Reverse, Blue 6, Green 4",Red 6,it is the same color as the tabled card
Wild Draw 4,"Green Skip, Blue Draw 2, Yellow 1, Blue 9, Wild Draw 4, Yellow 2, Green 6",Pick up 4 cards,You have to pick up 4 cards when a Wild Draw 4 is played
Yellow 8,"Yellow 8, Red 2, Blue 2, Blue 3, Yellow 2, Blue 6, Green 2",Yellow 8,it is the same color as the tabled card
Yellow 8,"Yellow 8, Red 2, Blue 2, Blue 3, Yellow 2, Blue 6, Green 2",Yellow 2,it is the same color as the tabled card
Blue 9,"Yellow 5, Red 5, Wild Draw 4, Green 1, Red 8, Blue Skip, Yellow 2",Wild Draw 4,Wild cards can be played on any colour
Blue 9,"Yellow 5, Red 5, Wild Draw 4, Green 1, Red 8, Blue Skip, Yellow 2",Blue Skip,it is the same color as the tabled card
Blue 7,"Yellow 8, Blue 4, Green 1, Yellow 9, Red Reverse, Green Draw 2, Wild Normal",Blue 4,it is the same color as the tabled card
Blue 7,"Yellow 8, Blue 4, Green 1, Yellow 9, Red Reverse, Green Draw 2, Wild Normal",Wild Normal,Wild cards can be played on any colour
Green 0,"Green Draw 2, Blue 8, Green 2, Red 0, Red 6, Green 9, Blue 7",Green Draw 2,it is the same color as the tabled card
