Card on the Table: , Cards in Hand: , Possible Move: , Applicable rule: 
Red Reverse," Green 7, Green 1, Red 6, Green 4, Yellow Skip, Red Skip, Blue 2 ",Blue 2,this is an illegal move
Blue Draw 2," Red 1, Green 7, Yellow 0, Blue 8, Blue Reverse, Wild Normal, Red 7 ",Green 7,this is an illegal move
Red 3," Red 5, Blue Draw 2, Green 9, Blue Draw 2, Green 5, Blue 8, Blue 3 ",Green 5,this is an illegal move
Blue Draw 2," Green 8, Yellow 9, Yellow 6, Red 3, Blue 9, Blue 8, Green 9 ",Green 8,this is an illegal move
Green 3," Yellow Draw 2, Red 8, Yellow 4, Blue 9, Blue 8, Yellow Reverse, Green 7 ",Blue 9,this is an illegal move
Green 2," Wild Draw 4, Green Skip, Red Draw 2, Green 7, Yellow 8, Red 9, Red 2 ",Red Draw 2,this is an illegal move
Yellow 4," Blue 2, Red 5, Green 3, Yellow Reverse, Yellow Reverse, Blue Reverse, Blue 8 ",Blue Reverse,this is an illegal move
Yellow 4," Red 2, Wild Normal, Blue Reverse, Blue 3, Green 1, Blue 8, Red Reverse ",Red 2,this is an illegal move
Blue 8," Red Reverse, Red 5, Yellow 0, Yellow 8, Red 1, Yellow 2, Yellow 1 ",Yellow 2,this is an illegal move
Blue 1," Green Draw 2, Blue 5, Green 9, Red 3, Green Reverse, Yellow 2, Green 5 ",Red 3,this is an illegal move
Green 2," Green 2, Red 5, Blue 4, Blue 3, Green 5, Green 1, Red 6 ",Blue 4,this is an illegal move
Blue Draw 2," Yellow Reverse, Yellow 9, Wild Normal, Yellow Reverse, Red Reverse, Blue Reverse, Yellow 5 ",Yellow Reverse,this is an illegal move
Red 5," Green Draw 2, Yellow 6, Wild Normal, Green 1, Blue 0, Red 7, Wild Normal ",Green Draw 2,this is an illegal move
Red Skip," Red 8, Blue 4, Red 6, Wild Normal, Blue 4, Blue 4, Blue 2 ",Blue 4,this is an illegal move
Yellow Reverse," Yellow 6, Green Draw 2, Red 1, Green Skip, Red 1, Red Reverse, Wild Normal ",Red 1,this is an illegal move
Red 8," Yellow 6, Wild Normal, Yellow 8, Blue Reverse, Blue 5, Yellow 2, Yellow 4 ",Yellow 6,this is an illegal move
Yellow Draw 2," Red 5, Red 5, Yellow 1, Wild Normal, Yellow 9, Yellow 0, Blue Draw 2 ",Red 5,this is an illegal move
Yellow 0," Blue Skip, Red 4, Red 3, Red Skip, Yellow 3, Green 2, Yellow 5 ",Red Skip,this is an illegal move
Red Reverse," Blue 8, Yellow 2, Red 6, Red Reverse, Yellow 4, Yellow 0, Green 7 ",Yellow 4,this is an illegal move
Yellow Reverse," Yellow Reverse, Red 9, Green 2, Blue Draw 2, Blue 8, Red Reverse, Red 1 ",Red 9,this is an illegal move
Red 8," Green 4, Yellow 8, Blue 9, Yellow 0, Blue 9, Green 4, Wild Normal ",Yellow 0,this is an illegal move
Green 6," Green 4, Blue 0, Yellow 1, Yellow 3, Green 1, Green 9, Wild Normal ",Yellow 3,this is an illegal move
Green 4," Green 6, Red Skip, Yellow 3, Wild Draw 4, Yellow Skip, Yellow 5, Blue Reverse ",Yellow 3,this is an illegal move
Blue 5," Red 1, Green 6, Green Reverse, Red Reverse, Blue 5, Wild Draw 4, Red 8 ",Red 1,this is an illegal move
Yellow Draw 2," Red Draw 2, Blue 9, Green 1, Blue 8, Wild Draw 4, Wild Draw 4, Blue 1 ",Blue 8,this is an illegal move
Red Reverse," Red 4, Red 3, Red 4, Blue 7, Blue 9, Yellow 7, Wild Normal ",Blue 7,this is an illegal move
Blue 9," Yellow 6, Blue 1, Yellow 3, Red 3, Red Reverse, Red Reverse, Red Reverse ",Red 3,this is an illegal move
Red 4," Blue 3, Green Skip, Blue 2, Yellow 3, Blue 7, Red 2, Red 4 ",Green Skip,this is an illegal move
Yellow 2," Blue 5, Red 9, Green Draw 2, Yellow 5, Yellow 1, Red 6, Green 9 ",Red 6,this is an illegal move
Red Draw 2," Red 2, Green 4, Yellow 4, Green Skip, Yellow 6, Blue Skip, Yellow 5 ",Green Skip,this is an illegal move
Yellow 3," Red 6, Red 3, Yellow 8, Blue 9, Yellow 3, Blue 1, Red Draw 2 ",Blue 9,this is an illegal move
Yellow 3," Red 1, Blue 9, Green 4, Yellow 8, Red 2, Blue 2, Blue 4 ",Green 4,this is an illegal move
Blue 2," Green 1, Green Draw 2, Blue 1, Green 1, Red 9, Red 6, Green Draw 2 ",Green Draw 2,this is an illegal move
Yellow 9," Red 8, Red 1, Yellow 7, Wild Draw 4, Yellow Skip, Yellow Draw 2, Red 7 ",Red 1,this is an illegal move
Red 9," Yellow 9, Red 7, Green Reverse, Yellow 9, Blue 4, Red 1, Red 7 ",Blue 4,this is an illegal move
Yellow 4," Yellow 6, Green 5, Blue 1, Green 3, Red Skip, Blue 5, Blue 9 ",Red Skip,this is an illegal move
Blue Skip," Blue 0, Blue 4, Blue 0, Blue 1, Green 1, Yellow 9, Red 0 ",Yellow 9,this is an illegal move
Red 7," Green Skip, Yellow Skip, Red 3, Red 6, Yellow 9, Blue 9, Red 5 ",Yellow 9,this is an illegal move
Yellow 4," Yellow 6, Green Skip, Blue 9, Blue Skip, Wild Draw 4, Green 6, Yellow 1 ",Green Skip,this is an illegal move
Blue 7," Yellow Draw 2, Red 4, Green Skip, Blue Reverse, Green 8, Yellow Draw 2, Green 7 ",Green Skip,this is an illegal move
Blue Reverse," Blue 0, Yellow 7, Green 8, Red 7, Red 3, Red 9, Red Draw 2 ",Red 9,this is an illegal move
Yellow 7," Red 7, Wild Draw 4, Red 8, Yellow 5, Blue 8, Red Skip, Green Draw 2 ",Green Draw 2,this is an illegal move
Green 1," Red 4, Green 5, Yellow 2, Yellow 8, Red 9, Blue Reverse, Blue Reverse ",Red 4,this is an illegal move
Green 1," Blue 5, Yellow 2, Wild Normal, Blue 2, Wild Normal, Yellow 5, Yellow 9 ",Blue 5,this is an illegal move
Yellow 7," Yellow 5, Blue 5, Green Skip, Red 8, Red 1, Yellow 2, Red Draw 2 ",Red Draw 2,this is an illegal move
Blue 3," Red 7, Red 4, Yellow 7, Blue 6, Yellow 1, Blue 7, Yellow Draw 2 ",Yellow 7,this is an illegal move
Yellow 4," Green 7, Green 5, Yellow 9, Red Draw 2, Yellow 6, Blue 8, Blue 6 ",Red Draw 2,this is an illegal move
Yellow 1," Green 5, Blue 3, Red Reverse, Green 1, Blue 3, Wild Normal, Green Draw 2 ",Blue 3,this is an illegal move
Blue 9," Wild Normal, Red 9, Wild Draw 4, Red 2, Green 7, Green 8, Blue 8 ",Green 8,this is an illegal move
Yellow 2," Red 0, Red Skip, Blue 3, Green Reverse, Blue 4, Yellow 9, Red Skip ",Red 0,this is an illegal move
Red 8," Green 4, Yellow 2, Blue 8, Yellow Draw 2, Yellow 1, Blue 1, Blue 9 ",Blue 9,this is an illegal move
Green 3," Red 7, Blue 7, Yellow 2, Yellow 5, Yellow 7, Wild Normal, Green 4 ",Blue 7,this is an illegal move
Yellow Draw 2," Blue 8, Wild Normal, Blue Skip, Wild Normal, Green Reverse, Red 9, Blue Reverse ",Blue Reverse,this is an illegal move
Blue Draw 2," Blue 9, Green 7, Red 1, Green 3, Green 9, Blue 0, Green 6 ",Red 1,this is an illegal move
Green 6," Blue 9, Blue Draw 2, Green 5, Yellow 8, Yellow 2, Green 4, Red 9 ",Blue 9,this is an illegal move
Green Skip," Red 9, Wild Draw 4, Yellow Reverse, Blue Draw 2, Blue 3, Blue Draw 2, Green 6 ",Blue Draw 2,this is an illegal move
Green 3," Red 8, Yellow 8, Green 6, Red 9, Green 7, Yellow 2, Wild Normal ",Red 9,this is an illegal move
Red 6," Yellow 7, Green 4, Green 7, Green 0, Yellow Draw 2, Red 0, Yellow 5 ",Yellow 7,this is an illegal move
Yellow 7," Yellow 9, Yellow Reverse, Blue 6, Yellow 8, Red Reverse, Blue 6, Red Reverse ",Blue 6,this is an illegal move
Yellow 5," Wild Draw 4, Blue 4, Red 3, Red 7, Yellow 6, Blue 8, Blue Reverse ",Blue 8,this is an illegal move
Yellow Skip," Blue 4, Red 3, Yellow 6, Green 3, Blue 0, Red 4, Green 0 ",Green 3,this is an illegal move
Green 7," Wild Normal, Yellow 8, Blue Draw 2, Green Reverse, Yellow 6, Yellow 9, Yellow Draw 2 ",Yellow 6,this is an illegal move
Red 6," Blue 9, Red 8, Red Reverse, Red 2, Yellow Skip, Red 9, Green Skip ",Yellow Skip,this is an illegal move
Red Reverse," Blue 4, Green Reverse, Yellow 9, Yellow 2, Green 2, Red Draw 2, Yellow 9 ",Blue 4,this is an illegal move
Red 2," Green 4, Blue 9, Yellow 6, Green 3, Red Skip, Red 9, Yellow 1 ",Green 4,this is an illegal move
Yellow 0," Blue 3, Yellow 9, Yellow Draw 2, Red 5, Yellow 2, Green 5, Blue Draw 2 ",Red 5,this is an illegal move
Green 7," Green 2, Green 5, Wild Normal, Yellow 5, Blue 1, Yellow 2, Blue Reverse ",Yellow 5,this is an illegal move
Green 7," Red 2, Blue 7, Red 6, Wild Draw 4, Red 6, Red 3, Red 7 ",Red 3,this is an illegal move
Blue 6," Yellow 0, Green 5, Yellow 8, Yellow 7, Green 4, Yellow Draw 2, Green 2 ",Yellow 8,this is an illegal move
Yellow Reverse," Green 6, Wild Draw 4, Blue Draw 2, Blue Draw 2, Yellow 2, Blue 5, Blue 3 ",Blue Draw 2,this is an illegal move
Blue 9," Green 5, Yellow 2, Green 9, Yellow 0, Green Reverse, Yellow 9, Yellow 1 ",Yellow 0,this is an illegal move
Yellow Reverse," Yellow Skip, Red 7, Blue 0, Red 7, Green Draw 2, Yellow 6, Yellow 6 ",Red 7,this is an illegal move
Green Draw 2," Green 1, Blue 8, Green 7, Yellow 9, Yellow 2, Blue 9, Yellow 8 ",Yellow 9,this is an illegal move
Yellow 9," Green 5, Green Draw 2, Red 8, Green 4, Blue 0, Wild Draw 4, Yellow 5 ",Green 4,this is an illegal move
Red 3," Blue 6, Yellow 8, Yellow 9, Red 4, Yellow 5, Blue 6, Yellow 6 ",Yellow 9,this is an illegal move
Blue Draw 2," Blue Draw 2, Yellow Reverse, Yellow Reverse, Green Skip, Red Reverse, Wild Normal, Red 9 ",Green Skip,this is an illegal move
Green Draw 2," Blue 9, Red 2, Red Draw 2, Red 9, Blue 0, Blue 2, Yellow 3 ",Red 2,this is an illegal move
Red 6," Green 3, Red 4, Blue 3, Green Draw 2, Red 9, Yellow 9, Yellow 8 ",Yellow 9,this is an illegal move
Red Reverse," Wild Normal, Green 6, Red 6, Green 3, Red 2, Wild Normal, Wild Draw 4 ",Green 3,this is an illegal move
Green 3," Blue 7, Blue 7, Red 7, Blue 2, Green 8, Blue Draw 2, Red 5 ",Blue 2,this is an illegal move
Red Draw 2," Yellow 5, Green 3, Blue 4, Red 2, Green 6, Red Skip, Green 5 ",Yellow 5,this is an illegal move
Red 9," Green Draw 2, Yellow 6, Blue 1, Red Draw 2, Wild Normal, Blue 3, Yellow 2 ",Blue 1,this is an illegal move
Yellow 9," Green 4, Red 5, Red 9, Red 8, Yellow 9, Green 2, Wild Draw 4 ",Green 2,this is an illegal move
Green Skip," Wild Draw 4, Yellow Draw 2, Blue Reverse, Green Reverse, Yellow 0, Green Skip, Green 7 ",Yellow Draw 2,this is an illegal move
Red 7," Green Reverse, Blue 7, Yellow Skip, Green 9, Blue 7, Yellow Reverse, Yellow 1 ",Green Reverse,this is an illegal move
Green 7," Blue Draw 2, Green 8, Yellow 3, Green 9, Yellow 4, Blue 5, Red 4 ",Blue 5,this is an illegal move
Green Draw 2," Red 9, Blue 2, Blue Draw 2, Green 8, Blue 2, Red 3, Yellow 2 ",Red 9,this is an illegal move
Red 9," Red 3, Wild Normal, Wild Draw 4, Green 7, Red Skip, Yellow 7, Red 7 ",Yellow 7,this is an illegal move
Green 3," Green 2, Yellow 2, Blue 1, Yellow 5, Red Draw 2, Yellow 1, Yellow Skip ",Yellow Skip,this is an illegal move
Red 9," Red 0, Red 1, Yellow 1, Blue 8, Blue Draw 2, Yellow 2, Blue 1 ",Blue 1,this is an illegal move
Yellow 4," Wild Normal, Blue 2, Red Reverse, Red 6, Blue 2, Wild Normal, Yellow 7 ",Red Reverse,this is an illegal move
Green 6," Blue 2, Yellow 7, Yellow 9, Blue 3, Wild Normal, Red 6, Green 4 ",Yellow 9,this is an illegal move
Yellow 5," Blue 0, Red 1, Red Reverse, Red 3, Red 4, Yellow 5, Blue Reverse ",Red 1,this is an illegal move
Yellow 5," Green 3, Red 8, Blue Draw 2, Yellow 1, Wild Normal, Yellow 2, Red 4 ",Red 4,this is an illegal move
Blue 5," Blue 5, Wild Draw 4, Blue Draw 2, Green 7, Red 3, Red Draw 2, Wild Draw 4 ",Red Draw 2,this is an illegal move
Green Skip," Yellow Skip, Green 3, Yellow 7, Green 5, Blue 9, Green 4, Red 1 ",Yellow 7,this is an illegal move
Green 7," Yellow 4, Yellow 6, Red 2, Red 6, Blue 8, Blue Skip, Yellow 9 ",Red 6,this is an illegal move
Yellow 7," Yellow 6, Green 3, Green 5, Red 7, Yellow 0, Blue 4, Red Skip ",Green 3,this is an illegal move
Red Skip," Green 2, Green 6, Red 7, Blue 8, Red 5, Green 0, Green 4 ",Green 2,this is an illegal move
Green 1," Green 5, Yellow 5, Blue Reverse, Wild Normal, Green 6, Green Skip, Red Skip ",Blue Reverse,this is an illegal move
Green 3," Green 4, Green Draw 2, Green 8, Red 2, Yellow 6, Red Draw 2, Blue 9 ",Red 2,this is an illegal move
Yellow 9," Blue 9, Green 5, Blue 3, Green 8, Blue 3, Wild Draw 4, Blue 8 ",Green 8,this is an illegal move
Green Draw 2," Yellow 5, Blue 5, Green 8, Red 0, Blue 6, Red 8, Green 0 ",Red 0,this is an illegal move
Green 4," Blue 6, Yellow 2, Green 9, Blue 1, Red 6, Green 7, Blue 6 ",Blue 6,this is an illegal move
Red 6," Yellow 2, Red 5, Yellow Skip, Wild Draw 4, Blue 6, Red Skip, Blue 9 ",Yellow Skip,this is an illegal move
Green Draw 2," Blue 4, Green 7, Red 6, Blue 0, Green Draw 2, Red Draw 2, Blue 8 ",Blue 8,this is an illegal move
Red 8," Blue 6, Red 2, Green 9, Yellow 4, Red 3, Wild Draw 4, Blue 8 ",Yellow 4,this is an illegal move
Blue 3," Red 1, Wild Normal, Yellow 4, Yellow Reverse, Red 5, Red 7, Yellow 7 ",Yellow Reverse,this is an illegal move
Yellow 5," Wild Normal, Green 3, Wild Draw 4, Red 3, Yellow 9, Wild Draw 4, Red 0 ",Green 3,this is an illegal move
Blue 7," Blue 4, Green 7, Green 9, Yellow 2, Yellow 7, Wild Normal, Yellow 0 ",Green 9,this is an illegal move
Yellow 3," Green Draw 2, Green 1, Yellow 7, Green Draw 2, Yellow Skip, Green 7, Green 7 ",Green 1,this is an illegal move
Red Reverse," Red Skip, Red 4, Yellow 2, Green 1, Red 9, Blue Draw 2, Blue 5 ",Blue Draw 2,this is an illegal move
Red 2," Green 2, Blue 5, Blue 5, Blue 4, Wild Normal, Wild Draw 4, Yellow 4 ",Blue 5,this is an illegal move
Blue 8," Red 9, Green 0, Red 6, Blue 6, Red Skip, Green 8, Yellow Reverse ",Green 0,this is an illegal move
Yellow 3," Blue 3, Green 6, Green 7, Green 6, Blue 9, Green 8, Green 5 ",Blue 9,this is an illegal move
Yellow 8," Yellow 3, Yellow 1, Blue 2, Red 4, Red Skip, Blue 7, Red 9 ",Red Skip,this is an illegal move
Green 6," Blue Draw 2, Blue 6, Blue 2, Blue 4, Yellow Draw 2, Red Skip, Yellow 6 ",Yellow Draw 2,this is an illegal move
Yellow Skip," Blue 5, Red 7, Yellow 8, Blue 6, Red 4, Blue 2, Wild Draw 4 ",Blue 6,this is an illegal move
Green Skip," Red 4, Yellow Skip, Green 8, Yellow 9, Wild Draw 4, Green 4, Yellow 1 ",Yellow 9,this is an illegal move
Red 7," Yellow 6, Yellow 1, Blue 0, Yellow 3, Green 3, Red 9, Blue 2 ",Yellow 6,this is an illegal move
Red 6," Wild Draw 4, Red 9, Blue Draw 2, Yellow 2, Green Skip, Wild Draw 4, Green 4 ",Green Skip,this is an illegal move
Red 8," Wild Normal, Blue Reverse, Blue 7, Yellow Draw 2, Yellow 1, Blue 5, Yellow 5 ",Yellow 1,this is an illegal move
Yellow 2," Yellow 5, Yellow 9, Wild Normal, Red 5, Blue 3, Blue Reverse, Red 7 ",Blue 3,this is an illegal move
Yellow 3," Yellow 6, Yellow Reverse, Green 5, Red 0, Red 9, Red 2, Green 9 ",Green 5,this is an illegal move
Yellow 7," Red Draw 2, Green 6, Red 8, Wild Normal, Blue Skip, Red Skip, Green 3 ",Red Skip,this is an illegal move
Blue 7," Red Skip, Blue 2, Green 4, Blue Skip, Blue Reverse, Yellow 8, Green 4 ",Red Skip,this is an illegal move
Green 8," Green Skip, Yellow 1, Blue Draw 2, Wild Draw 4, Red 5, Yellow 2, Yellow 7 ",Yellow 7,this is an illegal move
Green 9," Red 6, Red 7, Green Reverse, Green 9, Green 8, Blue Draw 2, Green 2 ",Red 7,this is an illegal move
Red Draw 2," Green 3, Green 9, Wild Normal, Green Skip, Blue 5, Green Reverse, Blue 6 ",Blue 5,this is an illegal move
Green 2," Yellow 3, Yellow Reverse, Red 6, Yellow 9, Blue 1, Blue 9, Green 7 ",Yellow 3,this is an illegal move
Blue 2," Green 6, Green 8, Red Skip, Red Reverse, Yellow Reverse, Red 6, Green 3 ",Red 6,this is an illegal move
Red 7," Blue Draw 2, Red Skip, Yellow Reverse, Yellow Skip, Blue 9, Yellow 8, Wild Normal ",Yellow 8,this is an illegal move
Red 9," Green 2, Green 4, Yellow 7, Blue Reverse, Green 2, Yellow Reverse, Yellow Skip ",Yellow 7,this is an illegal move
Red 7," Green 9, Green 5, Red Reverse, Red 9, Blue 1, Blue 7, Green 7 ",Green 9,this is an illegal move
Green 8," Wild Draw 4, Red Skip, Red 5, Yellow 8, Red 5, Green 0, Blue Draw 2 ",Red Skip,this is an illegal move
Green 0," Blue 5, Blue 4, Red 4, Red 5, Red 7, Yellow 0, Green Skip ",Red 5,this is an illegal move
Blue Reverse," Yellow 1, Red 9, Red 3, Green Skip, Blue Skip, Green 5, Red 3 ",Green 5,this is an illegal move
Red 9," Green Reverse, Green 3, Wild Normal, Yellow 7, Blue 7, Yellow 8, Red 8 ",Green Reverse,this is an illegal move
Yellow 8," Yellow Skip, Red 3, Yellow 2, Blue 4, Green 2, Red 3, Red 1 ",Red 3,this is an illegal move
Yellow 1," Wild Draw 4, Red 6, Green 2, Green 2, Wild Normal, Red 9, Blue 5 ",Blue 5,this is an illegal move
Green 6," Blue 3, Green 3, Red 1, Red 9, Blue 3, Green 7, Yellow 4 ",Blue 3,this is an illegal move
Yellow 6," Red 5, Green 9, Red Draw 2, Yellow Reverse, Red 5, Yellow 4, Yellow 4 ",Red 5,this is an illegal move
Blue 7," Green 4, Yellow 1, Yellow 1, Green 6, Red 6, Yellow 9, Red 1 ",Red 6,this is an illegal move
Yellow 9," Wild Normal, Red Skip, Blue 6, Green 0, Green 6, Green 2, Blue 0 ",Blue 0,this is an illegal move
Yellow 5," Yellow 2, Red Skip, Blue 9, Yellow 5, Blue 6, Red Draw 2, Red 6 ",Blue 9,this is an illegal move
Blue 4," Blue 2, Green 3, Red Reverse, Blue 7, Yellow 7, Green 6, Green 5 ",Green 5,this is an illegal move
Yellow 2," Red 6, Blue 8, Red Draw 2, Green 8, Blue Skip, Blue 5, Yellow 7 ",Blue 8,this is an illegal move
Red 7," Wild Normal, Yellow 6, Green 3, Green 1, Yellow 1, Blue 3, Green 5 ",Yellow 1,this is an illegal move
Green 8," Blue 4, Blue 2, Blue 9, Green 1, Blue 1, Blue 8, Red 2 ",Blue 1,this is an illegal move
Red Skip," Red Draw 2, Wild Normal, Green 4, Red 5, Yellow 2, Blue 5, Blue 2 ",Blue 5,this is an illegal move
Yellow 2," Red 3, Blue 5, Blue 5, Blue 0, Yellow 2, Red 1, Blue 5 ",Blue 5,this is an illegal move
Green 4," Red 4, Green 7, Blue 9, Yellow Draw 2, Blue 2, Yellow 3, Red Draw 2 ",Blue 2,this is an illegal move
Green 0," Red Draw 2, Yellow 1, Red Reverse, Green 0, Green 1, Green 3, Green Draw 2 ",Red Draw 2,this is an illegal move
Yellow 2," Red 7, Yellow 7, Green 8, Green 5, Red 8, Red 5, Wild Draw 4 ",Green 8,this is an illegal move
Green 3," Yellow 9, Blue 6, Red 3, Blue Reverse, Yellow 9, Yellow 8, Red 9 ",Yellow 8,this is an illegal move
Green 3," Red 6, Red 8, Red 2, Red 6, Yellow 8, Wild Draw 4, Green 2 ",Red 6,this is an illegal move
Blue Reverse," Yellow Skip, Red Reverse, Green Skip, Yellow 0, Yellow Draw 2, Red 7, Yellow 6 ",Red 7,this is an illegal move
Yellow 4," Blue Draw 2, Red 4, Blue 3, Yellow Draw 2, Blue 5, Wild Normal, Yellow 9 ",Blue Draw 2,this is an illegal move
Yellow Reverse," Red 9, Green 0, Green 1, Blue 1, Yellow 4, Green 5, Wild Normal ",Blue 1,this is an illegal move
Red 5," Green Draw 2, Red 1, Red 4, Green 0, Blue 8, Yellow 7, Red 6 ",Yellow 7,this is an illegal move
Blue 0," Red 4, Red Skip, Red 5, Blue 8, Green Draw 2, Red 4, Green 7 ",Red 4,this is an illegal move
Blue Skip," Red 6, Blue 5, Yellow Skip, Red Skip, Red 9, Green 4, Red 5 ",Green 4,this is an illegal move
Yellow 2," Yellow Draw 2, Green 7, Blue Skip, Yellow 8, Blue 5, Wild Normal, Wild Draw 4 ",Green 7,this is an illegal move
Blue Draw 2," Red 7, Red 0, Green Skip, Red 1, Blue 8, Red 7, Wild Normal ",Red 7,this is an illegal move
Red 3," Green Reverse, Yellow 6, Red 2, Yellow 2, Red 9, Blue 1, Blue 4 ",Blue 1,this is an illegal move
Green Draw 2," Green Draw 2, Red 7, Blue 5, Yellow 6, Red 4, Green 5, Blue Draw 2 ",Blue 5,this is an illegal move
Red 3," Blue Skip, Red 5, Green 6, Blue 4, Green 8, Blue 3, Blue Skip ",Green 6,this is an illegal move
Red 7," Red 4, Yellow 1, Red 8, Red 6, Yellow 5, Green 3, Blue Skip ",Blue Skip,this is an illegal move
Yellow 6," Red Draw 2, Blue 3, Red Draw 2, Red 6, Blue Draw 2, Yellow 7, Blue 3 ",Red Draw 2,this is an illegal move
Red 8," Blue Reverse, Yellow 6, Red 2, Yellow 2, Yellow 6, Yellow 8, Green 1 ",Green 1,this is an illegal move
Red 8," Green Reverse, Green 5, Blue 8, Green 1, Green 8, Yellow Draw 2, Green 4 ",Green 1,this is an illegal move
Blue 8," Green 0, Blue Reverse, Yellow Draw 2, Red 6, Green 1, Yellow 5, Blue 8 ",Red 6,this is an illegal move
Blue 1," Red 4, Blue 8, Yellow 9, Blue 0, Red 4, Red 8, Red 6 ",Red 6,this is an illegal move
Red 3," Wild Normal, Green 7, Yellow 6, Green 8, Yellow Skip, Red 8, Green 6 ",Green 8,this is an illegal move
Red Skip," Green Draw 2, Green Skip, Green Skip, Green 4, Blue 9, Red Draw 2, Red 2 ",Green 4,this is an illegal move
Green 8," Blue 5, Red 7, Green Draw 2, Wild Draw 4, Yellow 0, Yellow 1, Red 3 ",Red 7,this is an illegal move
Blue 4," Yellow Reverse, Red 0, Red Draw 2, Blue 1, Green Skip, Yellow Draw 2, Yellow 2 ",Red Draw 2,this is an illegal move
Green Skip," Blue 3, Blue 6, Blue 9, Red Draw 2, Wild Draw 4, Yellow 7, Red 6 ",Blue 3,this is an illegal move
Red Reverse," Green 7, Green 6, Yellow 5, Green Draw 2, Yellow Skip, Yellow 1, Blue 3 ",Blue 3,this is an illegal move
Yellow 3," Green Draw 2, Wild Draw 4, Red 5, Blue 8, Yellow 4, Blue Reverse, Yellow 3 ",Red 5,this is an illegal move
Blue 5," Green 5, Yellow 4, Green 6, Green 5, Blue 3, Green 7, Yellow 0 ",Yellow 0,this is an illegal move
Green 3," Yellow 3, Red 2, Wild Normal, Red Skip, Yellow Skip, Yellow 2, Red 6 ",Red 2,this is an illegal move
Green 9," Blue 7, Blue Skip, Yellow 7, Green 4, Green Reverse, Green Reverse, Yellow 4 ",Blue Skip,this is an illegal move
Green Skip," Blue Draw 2, Green 6, Blue 3, Green Reverse, Red 1, Yellow 1, Blue 8 ",Yellow 1,this is an illegal move
Yellow 3," Green Reverse, Green 9, Red 8, Yellow 7, Green 4, Green 5, Red Reverse ",Red 8,this is an illegal move
Yellow 6," Red Reverse, Green Draw 2, Blue 3, Red 5, Green Draw 2, Blue 4, Yellow 5 ",Green Draw 2,this is an illegal move
Blue 2," Red Skip, Yellow 5, Green 6, Green 1, Blue Draw 2, Yellow Skip, Green Draw 2 ",Red Skip,this is an illegal move
